regions,Year,Month,Deaths,Date,,,,,,,,
Scotland,2020,3,5521,2020-3,,,,,,,,
Scotland,2020,4,7958,2020-4,,,,,,,,
Scotland,2020,5,5566,2020-5,,,,,,,,
Scotland,2020,6,4677,2020-6,,,,,,,,
Northern Ireland,2006,1,1367,2006-1,,,,,,,,
Northern Ireland,2006,2,1180,2006-2,,,,,,,,
Northern Ireland,2006,3,1475,2006-3,,,,,,,,
Northern Ireland,2006,4,1179,2006-4,,,,,,,,
Northern Ireland,2006,5,1238,2006-5,,,,,,,,
Northern Ireland,2006,6,1202,2006-6,,,,,,,,
Northern Ireland,2006,7,1148,2006-7,,,,,,,,
Northern Ireland,2006,8,1145,2006-8,,,,,,,,
Northern Ireland,2006,9,1134,2006-9,,,,,,,,
Northern Ireland,2006,10,1230,2006-10,,,,,,,,
Northern Ireland,2006,11,1187,2006-11,,,,,,,,
Northern Ireland,2006,12,1047,2006-12,,,,,,,,
Northern Ireland,2007,1,1551,2007-1,,,,,,,,
Northern Ireland,2007,2,1333,2007-2,,,,,,,,
Northern Ireland,2007,3,1304,2007-3,,,,,,,,
Northern Ireland,2007,4,1270,2007-4,,,,,,,,
Northern Ireland,2007,5,1214,2007-5,,,,,,,,
Northern Ireland,2007,6,1128,2007-6,,,,,,,,
Northern Ireland,2007,7,1132,2007-7,,,,,,,,
Northern Ireland,2007,8,1144,2007-8,,,,,,,,
Northern Ireland,2007,9,977,2007-9,,,,,,,,
Northern Ireland,2007,10,1277,2007-10,,,,,,,,
Northern Ireland,2007,11,1205,2007-11,,,,,,,,
Northern Ireland,2007,12,1114,2007-12,,,,,,,,
Northern Ireland,2008,1,1579,2008-1,,,,,,,,
Northern Ireland,2008,2,1252,2008-2,,,,,,,,
Northern Ireland,2008,3,1314,2008-3,,,,,,,,
Northern Ireland,2008,4,1318,2008-4,,,,,,,,
Northern Ireland,2008,5,1115,2008-5,,,,,,,,
Northern Ireland,2008,6,1166,2008-6,,,,,,,,
Northern Ireland,2008,7,1195,2008-7,,,,,,,,
Northern Ireland,2008,8,1021,2008-8,,,,,,,,
Northern Ireland,2008,9,1203,2008-9,,,,,,,,
Northern Ireland,2008,10,1196,2008-10,,,,,,,,
Northern Ireland,2008,11,1129,2008-11,,,,,,,,
Northern Ireland,2008,12,1419,2008-12,,,,,,,,
Northern Ireland,2009,1,1677,2009-1,,,,,,,,
Northern Ireland,2009,2,1248,2009-2,,,,,,,,
Northern Ireland,2009,3,1252,2009-3,,,,,,,,
Northern Ireland,2009,4,1160,2009-4,,,,,,,,
Northern Ireland,2009,5,1075,2009-5,,,,,,,,
Northern Ireland,2009,6,1207,2009-6,,,,,,,,
Northern Ireland,2009,7,1112,2009-7,,,,,,,,
Northern Ireland,2009,8,975,2009-8,,,,,,,,
Northern Ireland,2009,9,1148,2009-9,,,,,,,,
Northern Ireland,2009,10,1155,2009-10,,,,,,,,
Northern Ireland,2009,11,1158,2009-11,,,,,,,,
Northern Ireland,2009,12,1246,2009-12,,,,,,,,
Northern Ireland,2010,1,1445,2010-1,,,,,,,,
Northern Ireland,2010,2,1242,2010-2,,,,,,,,
Northern Ireland,2010,3,1427,2010-3,,,,,,,,
Northern Ireland,2010,4,1165,2010-4,,,,,,,,
Northern Ireland,2010,5,1012,2010-5,,,,,,,,
Northern Ireland,2010,6,1163,2010-6,,,,,,,,
Northern Ireland,2010,7,1057,2010-7,,,,,,,,
Northern Ireland,2010,8,1111,2010-8,,,,,,,,
Northern Ireland,2010,9,1111,2010-9,,,,,,,,
Northern Ireland,2010,10,1150,2010-10,,,,,,,,
Northern Ireland,2010,11,1288,2010-11,,,,,,,,
Northern Ireland,2010,12,1286,2010-12,,,,,,,,
Northern Ireland,2011,1,1538,2011-1,,,,,,,,
Northern Ireland,2011,2,1176,2011-2,,,,,,,,
Northern Ireland,2011,3,1305,2011-3,,,,,,,,
Northern Ireland,2011,4,1096,2011-4,,,,,,,,
Northern Ireland,2011,5,1223,2011-5,,,,,,,,
Northern Ireland,2011,6,1164,2011-6,,,,,,,,
Northern Ireland,2011,7,985,2011-7,,,,,,,,
Northern Ireland,2011,8,1203,2011-8,,,,,,,,
Northern Ireland,2011,9,1076,2011-9,,,,,,,,
Northern Ireland,2011,10,1128,2011-10,,,,,,,,
Northern Ireland,2011,11,1134,2011-11,,,,,,,,
Northern Ireland,2011,12,1176,2011-12,,,,,,,,
Northern Ireland,2012,1,1433,2012-1,,,,,,,,
Northern Ireland,2012,2,1267,2012-2,,,,,,,,
Northern Ireland,2012,3,1316,2012-3,,,,,,,,
Northern Ireland,2012,4,1281,2012-4,,,,,,,,
Northern Ireland,2012,5,1329,2012-5,,,,,,,,
Northern Ireland,2012,6,1110,2012-6,,,,,,,,
Northern Ireland,2012,7,1132,2012-7,,,,,,,,
Northern Ireland,2012,8,1167,2012-8,,,,,,,,
Northern Ireland,2012,9,1050,2012-9,,,,,,,,
Northern Ireland,2012,10,1259,2012-10,,,,,,,,
Northern Ireland,2012,11,1235,2012-11,,,,,,,,
Northern Ireland,2012,12,1177,2012-12,,,,,,,,
Northern Ireland,2013,1,1535,2013-1,,,,,,,,
Northern Ireland,2013,2,1310,2013-2,,,,,,,,
Northern Ireland,2013,3,1370,2013-3,,,,,,,,
Northern Ireland,2013,4,1448,2013-4,,,,,,,,
Northern Ireland,2013,5,1239,2013-5,,,,,,,,
Northern Ireland,2013,6,1045,2013-6,,,,,,,,
Northern Ireland,2013,7,1224,2013-7,,,,,,,,
Northern Ireland,2013,8,1079,2013-8,,,,,,,,
Northern Ireland,2013,9,1159,2013-9,,,,,,,,
Northern Ireland,2013,10,1217,2013-10,,,,,,,,
Northern Ireland,2013,11,1185,2013-11,,,,,,,,
Northern Ireland,2013,12,1157,2013-12,,,,,,,,
Northern Ireland,2014,1,1523,2014-1,,,,,,,,
Northern Ireland,2014,2,1192,2014-2,,,,,,,,
Northern Ireland,2014,3,1294,2014-3,,,,,,,,
Northern Ireland,2014,4,1219,2014-4,,,,,,,,
Northern Ireland,2014,5,1095,2014-5,,,,,,,,
Northern Ireland,2014,6,1042,2014-6,,,,,,,,
Northern Ireland,2014,7,1151,2014-7,,,,,,,,
Northern Ireland,2014,8,1109,2014-8,,,,,,,,
Northern Ireland,2014,9,1284,2014-9,,,,,,,,
Northern Ireland,2014,10,1308,2014-10,,,,,,,,
Northern Ireland,2014,11,1155,2014-11,,,,,,,,
Northern Ireland,2014,12,1306,2014-12,,,,,,,,
Northern Ireland,2015,1,1599,2015-1,,,,,,,,
Northern Ireland,2015,2,1393,2015-2,,,,,,,,
Northern Ireland,2015,3,1475,2015-3,,,,,,,,
Northern Ireland,2015,4,1261,2015-4,,,,,,,,
Northern Ireland,2015,5,1157,2015-5,,,,,,,,
Northern Ireland,2015,6,1351,2015-6,,,,,,,,
Northern Ireland,2015,7,1175,2015-7,,,,,,,,
Northern Ireland,2015,8,993,2015-8,,,,,,,,
Northern Ireland,2015,9,1322,2015-9,,,,,,,,
Northern Ireland,2015,10,1260,2015-10,,,,,,,,
Northern Ireland,2015,11,1251,2015-11,,,,,,,,
Northern Ireland,2015,12,1311,2015-12,,,,,,,,
Northern Ireland,2016,1,1499,2016-1,,,,,,,,
Northern Ireland,2016,2,1332,2016-2,,,,,,,,
Northern Ireland,2016,3,1344,2016-3,,,,,,,,
Northern Ireland,2016,4,1257,2016-4,,,,,,,,
Northern Ireland,2016,5,1214,2016-5,,,,,,,,
Northern Ireland,2016,6,1254,2016-6,,,,,,,,
Northern Ireland,2016,7,1149,2016-7,,,,,,,,
Northern Ireland,2016,8,1258,2016-8,,,,,,,,
Northern Ireland,2016,9,1216,2016-9,,,,,,,,
Northern Ireland,2016,10,1257,2016-10,,,,,,,,
Northern Ireland,2016,11,1337,2016-11,,,,,,,,
Northern Ireland,2016,12,1313,2016-12,,,,,,,,
Northern Ireland,2017,1,1818,2017-1,,,,,,,,
Northern Ireland,2017,2,1391,2017-2,,,,,,,,
Northern Ireland,2017,3,1449,2017-3,,,,,,,,
Northern Ireland,2017,4,1148,2017-4,,,,,,,,
Northern Ireland,2017,5,1360,2017-5,,,,,,,,
Northern Ireland,2017,6,1262,2017-6,,,,,,,,
Northern Ireland,2017,7,1178,2017-7,,,,,,,,
Northern Ireland,2017,8,1172,2017-8,,,,,,,,
Northern Ireland,2017,9,1163,2017-9,,,,,,,,
Northern Ireland,2017,10,1333,2017-10,,,,,,,,
Northern Ireland,2017,11,1403,2017-11,,,,,,,,
Northern Ireland,2017,12,1359,2017-12,,,,,,,,
Northern Ireland,2018,1,2101,2018-1,,,,,,,,
Northern Ireland,2018,2,1456,2018-2,,,,,,,,
Northern Ireland,2018,3,1487,2018-3,,,,,,,,
Northern Ireland,2018,4,1281,2018-4,,,,,,,,
Northern Ireland,2018,5,1166,2018-5,,,,,,,,
Northern Ireland,2018,6,1146,2018-6,,,,,,,,
Northern Ireland,2018,7,1149,2018-7,,,,,,,,
Northern Ireland,2018,8,1230,2018-8,,,,,,,,
Northern Ireland,2018,9,1095,2018-9,,,,,,,,
Northern Ireland,2018,10,1347,2018-10,,,,,,,,
Northern Ireland,2018,11,1231,2018-11,,,,,,,,
Northern Ireland,2018,12,1233,2018-12,,,,,,,,
Northern Ireland,2019,1,1565,2019-1,,,,,,,,
Northern Ireland,2019,2,1301,2019-2,,,,,,,,
Northern Ireland,2019,3,1345,2019-3,,,,,,,,
Northern Ireland,2019,4,1354,2019-4,,,,,,,,
Northern Ireland,2019,5,1349,2019-5,,,,,,,,
Northern Ireland,2019,6,1118,2019-6,,,,,,,,
Northern Ireland,2019,7,1243,2019-7,,,,,,,,
Northern Ireland,2019,8,1166,2019-8,,,,,,,,
Northern Ireland,2019,9,1200,2019-9,,,,,,,,
Northern Ireland,2019,10,1302,2019-10,,,,,,,,
Northern Ireland,2019,11,1396,2019-11,,,,,,,,
Northern Ireland,2019,12,1419,2019-12,,,,,,,,
Northern Ireland,2020,1,1668,2020-1,,,,,,,,
Northern Ireland,2020,2,1282,2020-2,,,,,,,,
Northern Ireland,2020,3,1380,2020-3,,,,,,,,
Northern Ireland,2020,4,1933,2020-4,,,,,,,,
Northern Ireland,2020,5,1444,2020-5,,,,,,,,
Northern Ireland,2020,6,1307,2020-6,,,,,,,,
